Newtimestamp,Road Type,Free Flow Time(seconds),Free Flow Speed(KMPH),Current Time(seconds),Current Speed(KMPH),march_1st,march_2nd,march_3rd,march_4th,april_1st,april_2nd,april_3rd,april_4th,april_5th,may_1st,may_2nd,may_3rd,may_4th
11/7/19 5:30,FRC1,73,36,73,36,76.01,85.48,39.59,101.8,65.85,57.45,33.07,35.44,44.2,39.21,NaN,NaN,NaN
11/7/19 5:45,FRC1,73,36,73,36,80.65,93.94,40.8,99.81,68.2,56.18,31.6,36.98,45.6,57.11,NaN,NaN,NaN
11/7/19 6:00,FRC1,73,36,73,36,83.48,97.11,41.5,97.88,69.12,57.41,32.11,38.55,46.53,64.44,NaN,NaN,NaN
11/7/19 6:15,FRC1,73,36,73,36,85.33,95.22,41.48,101.09,70.48,59.36,32.17,39.52,48.33,71.61,NaN,NaN,NaN
11/7/19 6:30,FRC1,73,36,73,36,87.01,89.52,43.44,96.87,74.05,62.62,31.64,39.19,52.11,76.79,NaN,NaN,NaN
11/7/19 6:45,FRC1,73,36,73,36,88.64,82.58,44.84,89.96,77.65,66.26,31.82,39.48,54.58,81.3,NaN,NaN,NaN
11/7/19 7:00,FRC1,73,36,73,36,89.7,79.34,47.11,96.33,80.44,74,32.04,39.3,58.38,80.9,NaN,NaN,NaN
11/7/19 7:15,FRC1,73,36,73,36,91.99,78.5,47.89,101.1,83.24,70.53,31.77,38.95,59.67,81.13,NaN,NaN,NaN
11/7/19 7:30,FRC1,73,36,73,36,93.53,76.76,48.42,102.8,86.78,63.88,32.42,38.03,58.26,NaN,NaN,NaN,NaN
11/7/19 7:45,FRC1,73,36,73,36,96.76,74.07,50.41,105.34,89.22,51.48,33.18,35.5,58.44,NaN,NaN,NaN,NaN
11/7/19 8:00,FRC1,73,36,73,36,98.84,69.38,47.71,99.49,97.35,45.73,34.65,34.87,56.5,NaN,NaN,NaN,NaN
11/7/19 8:15,FRC1,73,36,98,27,99.16,67.57,46.21,93.04,100.68,57.65,34.26,38.55,55.31,NaN,NaN,NaN,NaN
11/7/19 8:30,FRC1,75,35,115,23,98.28,60.52,50.63,81.42,95.52,59.23,29.87,36.39,54.4,NaN,NaN,NaN,NaN
11/7/19 8:45,FRC1,75,35,102,26,90.12,51.91,48.61,70.87,84.1,58.74,41.59,41.1,54.45,NaN,NaN,NaN,NaN
11/7/19 9:00,FRC1,73,36,73,36,69.58,44.75,49.36,62.16,70.19,63.07,45.6,40.45,55.95,NaN,NaN,NaN,NaN
11/7/19 9:15,FRC1,73,36,73,36,56.04,39.99,35.85,55.29,58.85,63.25,51.36,42.36,48.05,NaN,NaN,NaN,NaN
11/7/19 9:30,FRC1,75,35,94,28,47.61,37.38,32.06,51.12,52.1,63.05,53.99,44.37,39.94,NaN,NaN,NaN,NaN
11/7/19 9:45,FRC1,75,35,106,25,41.71,33.46,29.98,48.67,47.09,65.2,59.76,44.79,34.48,NaN,NaN,NaN,NaN
11/7/19 10:00,FRC1,73,36,73,36,37.71,31.25,28.46,46.5,43.2,62.89,62.57,46.65,30.69,NaN,NaN,NaN,NaN
11/7/19 10:15,FRC1,75,35,75,35,35.24,28.97,27.44,41.98,38.13,60.99,57.59,47.12,29.84,NaN,NaN,NaN,NaN
11/7/19 10:30,FRC1,75,35,110,24,33.17,27.37,26.17,39.14,33.54,64.85,58.75,48.01,29.87,NaN,NaN,NaN,NaN
11/7/19 10:45,FRC1,75,35,115,23,30.9,26.05,25.32,39.13,31.83,64.19,59.9,47.28,30.1,NaN,NaN,NaN,NaN
11/7/19 11:00,FRC1,75,35,126,21,28.8,26.05,25.07,38.75,30.63,61.52,58.89,47.03,30.04,NaN,NaN,NaN,NaN
11/7/19 11:15,FRC1,75,35,132,20,28.25,28.22,24.37,38.16,30.47,33.93,58.64,46.32,29.47,NaN,NaN,NaN,NaN
11/7/19 11:30,FRC1,75,35,126,21,27.77,31.48,24.45,37.29,30.35,30.15,58.71,45.24,29.6,NaN,NaN,NaN,NaN
11/7/19 11:45,FRC1,73,36,120,22,27.12,34.08,23.61,36.81,29.71,36.11,57.34,46.03,29.5,NaN,NaN,NaN,NaN
11/7/19 12:00,FRC1,75,35,120,22,27.06,33.96,23.17,37.87,29.62,32.14,56.57,44.62,29.67,NaN,NaN,NaN,NaN
11/7/19 12:15,FRC1,73,36,132,20,26.66,32.01,22.89,35.68,35.56,27.72,56.2,45.29,30.07,NaN,NaN,NaN,NaN
11/7/19 12:30,FRC1,73,36,147,18,26.1,29.16,22.95,39.68,33.51,26.38,48.65,44.84,29.44,NaN,NaN,NaN,NaN
11/7/19 12:45,FRC1,73,36,147,18,25.93,26.2,25.44,40.95,35.77,26.84,35.88,36.14,29.11,NaN,NaN,NaN,NaN
11/7/19 13:00,FRC1,75,35,115,23,29.36,28.57,20.27,42.71,37.3,26.31,34.08,32.38,28.71,NaN,NaN,NaN,NaN
11/7/19 13:15,FRC1,73,36,126,21,40.39,29.69,24.57,42.82,38.43,26.59,32.53,29.08,34.31,NaN,NaN,NaN,NaN
11/7/19 13:30,FRC1,75,35,120,22,52.52,30.47,27.14,41.57,41.52,26.62,28.48,27.81,31.03,NaN,NaN,NaN,NaN
11/7/19 13:45,FRC1,75,35,126,21,63.29,28.18,28.98,42.52,44.98,25.81,26.81,27.36,34.19,21.28,NaN,NaN,NaN
11/7/19 14:00,FRC1,75,35,132,20,72.15,26.09,29.56,40.65,47.54,25.42,26.2,26.73,36.4,NaN,NaN,NaN,NaN
11/7/19 14:15,FRC1,75,35,147,18,79.37,27.76,30.11,39.71,49.03,26.08,25.51,26.94,37.83,NaN,NaN,NaN,NaN
11/7/19 14:30,FRC1,75,35,139,19,81.69,30.58,31.82,39.63,49.23,24.64,25.17,28.13,40.32,NaN,NaN,NaN,NaN
11/7/19 14:45,FRC1,73,36,120,22,77.29,31.98,30.96,40.51,49.54,27.95,24.83,27.57,43.9,NaN,NaN,NaN,NaN
11/7/19 15:00,FRC1,75,35,115,23,71.53,36.4,32,40.67,48.08,28.43,24.97,28.11,46.2,NaN,NaN,NaN,NaN
11/7/19 15:15,FRC1,75,35,132,20,66.5,37.49,33.02,39.86,49.1,27.91,24.64,28.56,47.13,NaN,NaN,NaN,NaN
11/7/19 15:30,FRC1,75,35,115,23,62.54,36.72,34.12,40.09,48.41,28.34,24.63,32.54,47.56,NaN,NaN,NaN,NaN
11/7/19 15:45,FRC1,75,35,126,21,60.06,36.68,34.28,41.53,48.59,29.35,24.62,37.99,48.25,NaN,NaN,NaN,NaN
11/7/19 16:00,FRC1,75,35,120,22,58.12,35.82,34.26,41.32,47.72,28.82,24.41,38.05,46.58,NaN,NaN,NaN,NaN
11/7/19 16:15,FRC1,73,36,120,22,57.46,38.19,32.98,44.74,48.3,29.44,24.31,31.68,39.17,84.69,NaN,NaN,NaN
11/7/19 16:30,FRC1,73,36,110,24,56.9,42.86,33.39,41.51,50.14,29.68,27.36,30.8,39.83,85.06,NaN,NaN,NaN
11/7/19 16:45,FRC1,73,36,102,26,51.41,48.35,34.17,36.59,37.23,30.38,28.62,37.04,35.32,NaN,NaN,NaN,NaN
11/7/19 17:00,FRC1,75,35,147,18,40.27,36.97,39.17,31.85,33.87,31.33,32.66,35.86,33.35,NaN,NaN,NaN,NaN
11/7/19 17:15,FRC1,73,36,120,22,32.72,30.42,32.84,31.04,29.82,33.09,35.07,39.38,32.33,NaN,NaN,NaN,NaN
11/7/19 17:30,FRC1,73,36,115,23,28.49,27.74,27.51,31.33,29.68,39.09,33.4,40.3,33.02,38.15,NaN,NaN,NaN
11/7/19 17:45,FRC1,73,36,106,25,25.92,27.29,24.08,30.84,29.75,39.36,33.08,46.8,31.18,NaN,NaN,NaN,NaN
11/7/19 18:00,FRC1,73,36,115,23,24.71,26.74,21.7,31.08,30.77,40.13,35.02,50.87,29.09,NaN,NaN,NaN,NaN
11/7/19 18:15,FRC1,73,36,132,20,23.7,26.86,20.86,32.66,32.11,45.03,43.13,54.19,25.47,NaN,NaN,NaN,NaN
11/7/19 18:30,FRC1,73,36,120,22,23.32,27.15,20.53,34.38,32.87,45.18,40.81,53.75,24.39,NaN,NaN,NaN,NaN
11/7/19 18:45,FRC1,73,36,165,16,22.97,27.46,20.16,42.21,34.34,43.97,37.8,54.84,25.78,NaN,NaN,NaN,NaN
11/7/19 19:00,FRC1,73,36,132,20,23.13,27.3,20.63,53.24,35.18,45.31,38.76,56.6,26.26,NaN,NaN,NaN,NaN
11/7/19 19:15,FRC1,73,36,147,18,23.73,27.67,21.33,61.5,37.5,41.58,36.03,55.89,27.08,NaN,NaN,NaN,NaN
11/7/19 19:30,FRC1,75,35,147,18,24.97,29.48,21.26,67.87,45.31,63.69,37.46,55.41,25.87,NaN,NaN,NaN,NaN
11/7/19 19:45,FRC1,73,36,147,18,26.39,29.6,22.62,79.03,56.19,76.74,34.26,57.12,25.91,NaN,NaN,NaN,NaN
11/7/19 20:00,FRC1,71,37,147,18,29.41,30.5,22.91,97.07,70.87,91.9,35.7,57.05,25.9,NaN,NaN,NaN,NaN
11/7/19 20:15,FRC1,73,36,110,24,32.31,31.05,22.69,113.14,84.69,122.55,38.31,57.43,26.78,NaN,NaN,NaN,NaN
11/7/19 20:30,FRC1,73,36,120,22,35.41,33.47,22.07,123.37,96.01,139.97,37.68,59.05,27.21,NaN,NaN,NaN,NaN
11/7/19 20:45,FRC1,73,36,110,24,38.27,35.98,21.41,123.65,100.75,150.59,34.85,59.78,26.74,NaN,NaN,NaN,NaN
11/7/19 21:00,FRC1,73,36,156,17,47.11,44.15,21.72,131.39,98.56,153.03,32.52,59.98,26.54,NaN,NaN,NaN,NaN
11/7/19 21:15,FRC1,73,36,132,20,60.45,46.2,25.39,147.46,107.47,153.72,49.82,53.61,28.72,NaN,NaN,NaN,NaN
11/7/19 21:30,FRC1,73,36,120,22,71.8,49.67,24.43,156.98,108.79,154.91,34.61,51.01,28.83,NaN,NaN,NaN,NaN
11/7/19 21:45,FRC1,75,35,98,27,76.26,46.98,28.33,156.43,112.66,152.11,21.73,49.64,27.42,NaN,NaN,NaN,NaN
11/7/19 22:00,FRC1,75,35,75,35,78.1,50.87,30.74,153.42,122.25,148.67,25.53,50.55,20.87,NaN,NaN,NaN,NaN
11/7/19 22:15,FRC1,73,36,73,36,77.9,61.61,30.24,153.14,128.07,149,27.49,54.72,30.23,NaN,NaN,NaN,NaN
11/7/19 22:30,FRC1,75,35,75,35,76.97,66.13,31.84,153.11,130.4,147.99,27.48,62.77,37.69,NaN,NaN,NaN,NaN
11/7/19 22:45,FRC1,75,35,75,35,75.53,69.43,32.41,151.11,132.33,140.72,27.47,65.44,35.13,NaN,NaN,NaN,NaN
11/7/19 23:00,FRC1,75,35,75,35,73.77,74.37,32.89,150.27,133.41,126.37,27.53,69.4,40.59,NaN,NaN,NaN,NaN
11/7/19 23:15,FRC1,75,35,75,35,72.29,79.84,34.05,150.77,133.85,115.89,27.95,73.12,43.47,18.46,NaN,NaN,NaN
11/7/19 23:30,FRC1,75,35,75,35,70.61,85.14,35.76,150.9,132.8,98.01,26.85,77.24,43.39,NaN,NaN,NaN,NaN
11/7/19 23:45,FRC1,75,35,75,35,69.66,82.24,38.09,148.06,130.17,81.43,28.51,80.71,45.7,NaN,NaN,NaN,NaN
12/7/19 0:00,FRC1,75,35,75,35,69.77,76.15,38.48,146.44,126.6,66.97,29.65,85.16,46.87,NaN,NaN,NaN,NaN
12/7/19 0:15,FRC1,75,35,75,35,69.45,76.01,38.04,149.9,122.58,58.96,28.94,89.6,47.23,NaN,NaN,NaN,NaN
12/7/19 0:30,FRC1,75,35,75,35,68.67,79.18,38.13,156.76,117.11,52.24,29.16,95.07,48.18,NaN,NaN,NaN,NaN
12/7/19 0:45,FRC1,75,35,75,35,69.02,86.12,37.57,175.18,114.1,50.94,29,100.62,47.71,NaN,NaN,NaN,NaN
12/7/19 1:00,FRC1,75,35,75,35,68.08,95.24,37.13,175.82,104.05,45.02,29.83,108.72,48.62,NaN,NaN,NaN,NaN
12/7/19 1:15,FRC1,75,35,106,25,62.03,104.78,39.21,171.36,90.68,42.93,49.58,111.3,48.82,NaN,NaN,NaN,NaN
12/7/19 1:30,FRC1,73,36,73,36,54.31,108.57,49.94,172.36,76.19,41.99,86.22,105.97,49.67,NaN,NaN,NaN,NaN
12/7/19 1:45,FRC1,73,36,73,36,49.34,106.3,38.7,178.98,75.21,43.64,90.36,97.46,49.88,NaN,NaN,NaN,NaN
12/7/19 2:00,FRC1,73,36,73,36,45.96,100.13,33.28,180.7,71.47,63.45,95.87,89.45,48.29,NaN,NaN,NaN,NaN
12/7/19 2:15,FRC1,73,36,73,36,42.84,93.43,30.25,178.26,68.19,63.78,102.75,84.71,38.11,NaN,NaN,NaN,NaN
12/7/19 2:30,FRC1,73,36,73,36,40.74,83.35,28.85,171.3,64.8,65.44,104.38,83.73,36.67,NaN,NaN,NaN,NaN
12/7/19 2:45,FRC1,73,36,73,36,39.21,73.05,28.31,164.93,61.61,67.26,102.18,85.57,34.3,NaN,NaN,NaN,NaN
12/7/19 3:00,FRC1,73,36,73,36,37.99,64.72,28.06,157.57,58.58,65.19,98.3,81.72,33.78,NaN,NaN,NaN,NaN
12/7/19 3:15,FRC1,73,36,73,36,37.41,55.92,27.25,149.54,56.43,67.89,94.98,77.78,33.16,NaN,NaN,NaN,NaN
12/7/19 3:30,FRC1,73,36,73,36,36.96,48.77,26.85,140.88,54.41,68.47,90.78,75.55,34.36,NaN,NaN,NaN,NaN
12/7/19 3:45,FRC1,73,36,73,36,36.78,44.71,26.65,133.3,52.57,54.61,88.51,73.62,35.04,NaN,NaN,NaN,NaN
12/7/19 4:00,FRC1,73,36,73,36,36.02,40.65,26.4,126.34,52.18,46.88,86.32,72.41,35.13,NaN,NaN,NaN,NaN
12/7/19 4:15,FRC1,73,36,73,36,35.36,38.76,26.38,119.12,53.15,47.8,83.23,70.97,35.42,NaN,NaN,NaN,NaN
12/7/19 4:30,FRC1,73,36,73,36,35.18,39.75,26.73,111.85,54.53,47.62,80.56,68.78,36.74,NaN,NaN,NaN,NaN
12/7/19 4:45,FRC1,73,36,73,36,35.27,38.95,27.69,108.19,54.87,44.33,78.55,66.64,37.4,NaN,NaN,NaN,NaN
12/7/19 5:00,FRC1,73,36,73,36,35.43,39.53,28.19,98.13,60.9,43.09,76.56,64.48,37.82,NaN,NaN,NaN,NaN
12/7/19 5:15,FRC1,73,36,73,36,36.4,45.16,27.72,95.64,58.27,45.5,79.48,63.41,36.36,NaN,NaN,NaN,NaN
12/7/19 5:30,FRC1,73,36,73,36,44.74,44.85,27.93,94.39,64.59,47.16,64.34,54.61,35.99,NaN,NaN,NaN,NaN
12/7/19 5:45,FRC1,73,36,73,36,55.89,45.21,26.42,92.49,71.18,48.22,55.98,47.19,36.76,NaN,NaN,NaN,NaN
12/7/19 6:00,FRC1,73,36,73,36,66.37,47,30.92,90.14,77.73,48.37,54.4,46.09,39.24,NaN,NaN,NaN,NaN
12/7/19 6:15,FRC1,73,36,73,36,74.21,50.33,34.32,89.11,88.67,47.27,51.67,46,40.13,NaN,NaN,NaN,NaN
12/7/19 6:30,FRC1,75,35,102,26,80.78,53.72,36.8,89.06,99.3,48.04,48.95,48.92,45.19,NaN,NaN,NaN,NaN
12/7/19 6:45,FRC1,73,36,98,27,86.97,57.24,38.76,90.44,108.16,48.55,49.3,51.59,49.14,NaN,NaN,NaN,NaN
12/7/19 7:00,FRC1,73,36,73,36,91.48,63.74,39.31,92.62,117.87,48.86,50.37,54.67,52.65,55.61,NaN,NaN,NaN
12/7/19 7:15,FRC1,73,36,73,36,96.34,70.76,40.98,96.57,129.61,49.59,48.21,57.33,56.84,NaN,NaN,NaN,NaN
12/7/19 7:30,FRC1,73,36,73,36,100.45,71.48,40.99,102.84,143.14,49.97,43.93,59.48,61.6,57.32,NaN,NaN,NaN
12/7/19 7:45,FRC1,75,35,94,28,103.56,68.49,42.7,109.65,156.5,51.38,39.79,59.57,63.63,NaN,NaN,NaN,NaN
12/7/19 8:00,FRC1,73,36,73,36,106.41,69.08,41.97,117.96,166,40.68,35.92,56.69,62.9,NaN,NaN,NaN,NaN
12/7/19 8:15,FRC1,73,36,102,26,108.05,68.9,42.62,116.02,176.61,39.05,33.13,53.98,60.91,NaN,NaN,NaN,NaN
12/7/19 8:30,FRC1,73,36,98,27,109.72,64.47,41.29,107.44,163.65,37.71,31.51,50.13,58.81,NaN,NaN,NaN,NaN
12/7/19 8:45,FRC1,75,35,102,26,109.66,58.99,41.55,96.7,141.19,40.54,30.3,44.41,55.76,NaN,NaN,NaN,NaN
12/7/19 9:00,FRC1,75,35,120,22,109.79,52.36,41.27,90.14,116.82,40.17,29.4,38.5,53.21,NaN,NaN,NaN,NaN
12/7/19 9:15,FRC1,73,36,98,27,108.9,45.34,40.94,76.23,102.1,36.65,31.11,35.83,51.8,NaN,NaN,NaN,NaN
12/7/19 9:30,FRC1,75,35,110,24,96.78,40.65,41.46,62.51,81.38,33.31,29.3,37.4,51.26,NaN,NaN,NaN,NaN
12/7/19 9:45,FRC1,75,35,106,25,70.52,34.19,40.63,46.68,58.17,30.91,32.47,32.17,56.43,NaN,NaN,NaN,NaN
12/7/19 10:00,FRC1,73,36,120,22,54.3,30.68,35.71,50.07,45.23,29.82,35.68,35.76,50.12,NaN,NaN,NaN,NaN
12/7/19 10:15,FRC1,73,36,120,22,45.53,25.95,31.21,73,37.3,27.24,38.85,37.02,50.95,NaN,NaN,NaN,NaN
12/7/19 10:30,FRC1,73,36,115,23,40.28,24.14,27.58,83.24,35.75,26.31,46.36,37.74,45.32,NaN,NaN,NaN,NaN
12/7/19 10:45,FRC1,75,35,156,17,37.13,22.94,24.48,90.42,34.9,26.44,50.26,40.02,36.96,NaN,NaN,NaN,NaN
12/7/19 11:00,FRC1,75,35,139,19,34.68,22.87,23.65,93.92,31.81,26.05,52.84,43.4,33.73,NaN,NaN,NaN,NaN
12/7/19 11:15,FRC1,75,35,110,24,32.78,22.54,23.19,81.32,30.04,25.46,53.4,45.74,29.64,NaN,NaN,NaN,NaN
12/7/19 11:30,FRC1,75,35,132,20,31.4,24.45,22.92,32.66,29.47,25.41,53.42,47.06,28.81,NaN,NaN,NaN,NaN
12/7/19 11:45,FRC1,75,35,126,21,30.97,22.25,22.04,32.62,29.55,25.91,52.79,48.08,28.94,NaN,NaN,NaN,NaN
12/7/19 12:00,FRC1,75,35,110,24,29.91,19,22.72,71.34,29.41,30.5,52.12,48.95,28.82,NaN,NaN,NaN,NaN
12/7/19 12:15,FRC1,73,36,126,21,29.41,19.95,22.31,91.26,29.4,28.99,51.58,47.72,45.08,NaN,NaN,NaN,NaN
12/7/19 12:30,FRC1,73,36,106,25,28.81,20.63,39.95,93.3,29.87,31.54,51.26,47.44,27.76,NaN,NaN,NaN,NaN
12/7/19 12:45,FRC1,75,35,132,20,28.44,19.87,25.62,93.88,30.08,33.83,50.96,47.13,27.35,NaN,NaN,NaN,NaN
12/7/19 13:00,FRC1,73,36,120,22,28.01,19.24,21.51,38.63,29.57,34.57,50.75,45.89,27.34,NaN,NaN,NaN,NaN
12/7/19 13:15,FRC1,73,36,98,27,27.66,20.15,20.18,34.88,29.49,38.23,50.69,45.72,27.34,NaN,NaN,NaN,NaN
12/7/19 13:30,FRC1,75,35,126,21,27.56,19.25,19.69,28.93,37.73,33.98,51.93,45.88,27.5,NaN,NaN,NaN,NaN
12/7/19 13:45,FRC1,75,35,106,25,32.21,19.41,20.5,31.93,34.05,30.51,46.45,47.81,27.97,NaN,NaN,NaN,NaN
12/7/19 14:00,FRC1,73,36,126,21,44.89,18.87,19.98,33.75,37.93,26.57,34.47,35.94,27.98,NaN,NaN,NaN,NaN
12/7/19 14:15,FRC1,73,36,132,20,58.92,22.48,21.71,34.67,42.1,25.72,33.51,32.62,27.66,NaN,NaN,NaN,NaN
12/7/19 14:30,FRC1,75,35,139,19,70.27,22.52,25.81,35.36,39.22,25.25,28.65,27.75,32.94,NaN,NaN,NaN,NaN
12/7/19 14:45,FRC1,73,36,126,21,73.41,24.03,28.15,35.99,35.09,25.07,25.61,27.61,31.11,NaN,NaN,NaN,NaN
12/7/19 15:00,FRC1,73,36,120,22,72.4,24.76,29.71,37.32,32.31,25.46,24.7,27.82,34.76,NaN,NaN,NaN,NaN
12/7/19 15:15,FRC1,73,36,115,23,70.35,26.06,30.16,38.93,30.8,25.79,24.67,28.14,38.03,NaN,NaN,NaN,NaN
12/7/19 15:30,FRC1,73,36,110,24,68.72,25.36,31.22,40.56,29.97,25.74,24.69,28.17,40.77,NaN,NaN,NaN,NaN
12/7/19 15:45,FRC1,75,35,110,24,66.71,26.37,33.46,42.1,28.74,25.83,24.5,28.16,46.61,NaN,NaN,NaN,NaN
12/7/19 16:00,FRC1,75,35,115,23,66.32,27.24,35.04,42.39,28.3,25.97,24.24,28.58,50.56,NaN,NaN,NaN,NaN
12/7/19 16:15,FRC1,73,36,115,23,65.62,27.35,37.11,43.49,27.89,26.01,24.26,28.65,51.66,NaN,NaN,NaN,NaN
12/7/19 16:30,FRC1,73,36,110,24,64.68,29.34,40.44,44.6,27.9,26.76,24.2,29.19,54.28,NaN,NaN,NaN,NaN
12/7/19 16:45,FRC1,75,35,126,21,64.15,29.17,36.49,45.45,28.33,27.28,24.62,30.17,54.84,NaN,NaN,NaN,NaN
12/7/19 17:00,FRC1,75,35,139,19,63.94,27.39,28.46,45.68,29.38,27.24,25.06,30.96,57.82,NaN,NaN,NaN,NaN
12/7/19 17:15,FRC1,73,36,115,23,63.31,27,26.02,44.5,29.69,27.67,24.86,31.18,56.8,NaN,NaN,NaN,NaN
12/7/19 17:30,FRC1,73,36,120,22,63.39,26.8,26.23,50.07,30.27,32.52,25.19,32.33,57.85,NaN,NaN,NaN,NaN
12/7/19 17:45,FRC1,75,35,126,21,63.21,27.21,23.45,39.57,30.82,31.65,30.09,33.12,60.24,NaN,NaN,NaN,NaN
12/7/19 18:00,FRC1,73,36,120,22,55.54,27.96,23.05,34.63,31.29,35.35,28.91,37.3,60.04,NaN,NaN,NaN,NaN
12/7/19 18:15,FRC1,73,36,126,21,45.26,27.14,23.65,30.97,33.55,38.26,33.64,40.44,56.54,NaN,NaN,NaN,NaN
12/7/19 18:30,FRC1,75,35,115,23,38.58,24.12,24.42,32.32,38.73,41.52,35.93,45.19,54.79,NaN,NaN,NaN,NaN
12/7/19 18:45,FRC1,75,35,132,20,34.85,22.54,25.51,34.39,58.64,45.46,41.61,51.18,54.15,NaN,NaN,NaN,NaN
12/7/19 19:00,FRC1,73,36,126,21,33.69,23.29,26.08,35.15,82.21,51.42,48.92,59.36,43.6,NaN,NaN,NaN,NaN
12/7/19 19:15,FRC1,75,35,126,21,33.41,23.38,26.35,39.02,90.11,57.04,53.97,67.12,42.44,NaN,NaN,NaN,NaN
12/7/19 19:30,FRC1,73,36,120,22,33.96,24.07,27.06,39.91,110.99,60.23,58.03,77.12,38.58,NaN,NaN,NaN,NaN
12/7/19 19:45,FRC1,73,36,115,23,34.6,24.63,27.37,36.66,131.6,62.03,61.68,83.97,39.26,NaN,NaN,NaN,NaN
12/7/19 20:00,FRC1,75,35,165,16,34.91,24.98,27.89,39.37,153.77,64.35,62.98,89.47,39.6,NaN,NaN,NaN,NaN
12/7/19 20:15,FRC1,73,36,132,20,34.78,26.16,27.77,47.18,176.93,70.25,63.9,97.53,42.98,NaN,NaN,NaN,NaN
12/7/19 20:30,FRC1,73,36,120,22,35.77,26.55,27.61,54.47,192.86,84.51,65.12,110.63,47.12,NaN,NaN,NaN,NaN
12/7/19 20:45,FRC1,73,36,120,22,35.24,26.89,27.85,58.21,209.61,96.38,67.55,123.91,53.28,NaN,NaN,NaN,NaN
12/7/19 21:00,FRC1,75,35,110,24,34.39,29.14,27.43,60.66,230.88,96.85,68.86,124.37,57.24,NaN,NaN,NaN,NaN
12/7/19 21:15,FRC1,75,35,147,18,33.67,29.96,34.65,74.41,238.06,100.96,69.31,123.77,63.91,NaN,NaN,NaN,NaN
12/7/19 21:30,FRC1,73,36,115,23,32.34,28.5,38.72,86.83,239.61,107.35,68.83,127.42,70.11,NaN,NaN,NaN,NaN
12/7/19 21:45,FRC1,75,35,110,24,31.3,27.99,41.54,95.63,233.36,98.96,69.44,134.86,72.77,NaN,NaN,NaN,NaN
12/7/19 22:00,FRC1,75,35,98,27,31.55,27.13,42.29,103.21,231.01,86.46,70.16,130.99,75.66,NaN,NaN,NaN,NaN
12/7/19 22:15,FRC1,75,35,75,35,39.46,30.22,44.68,109.47,235.86,81.6,56.58,118,84.47,NaN,NaN,NaN,NaN
12/7/19 22:30,FRC1,73,36,110,24,53.23,34.93,45.98,109.2,238.46,72.53,50.75,96.68,87.21,NaN,NaN,NaN,NaN
12/7/19 22:45,FRC1,75,35,120,22,64.67,27.98,47.05,107.46,229.94,67.33,49.72,82.03,105.18,NaN,NaN,NaN,NaN
12/7/19 23:00,FRC1,73,36,73,36,68.48,26.82,46.04,106.44,208.7,60.55,46.1,72.58,118.72,NaN,NaN,NaN,NaN
12/7/19 23:15,FRC1,73,36,73,36,68.9,27.81,45.13,105.57,179.91,55.11,45.03,67.88,124.35,NaN,NaN,NaN,NaN
12/7/19 23:30,FRC1,73,36,73,36,68.82,28.53,44.59,105.73,140.77,52.07,43.94,64.57,124.7,NaN,NaN,NaN,NaN
12/7/19 23:45,FRC1,73,36,73,36,67.61,29.29,44.19,105.59,109.36,49.91,42.91,62.27,124.96,NaN,NaN,NaN,NaN