newtimestamp,Free Flow Time(seconds),Free Flow Speed(KMPH),Current Time(seconds),Current Speed(KMPH),March(2-8),March(9-15),March(16-22),March(23-29),March(30) – April(5),April(6-12),April(13-19),April(20-26),April(27) – May(3),May(4-10),May(11-17),May(18-24),May(25-31)
06/07/19 0:00,41,40,110,15,116.6,56.4,31.2,24.9,64.7,19.9,38.6,35,57.3,90.6,42.4,26.3,33.1
06/07/19 0:15,41,40,41,40,79.9,54.1,27.8,21.5,64,23.5,39.6,35.9,53.9,77.2,62.9,20.3,32.8
06/07/19 0:30,41,40,41,40,71.9,50.2,24.7,17.3,61.6,23.1,47.6,35.6,51.6,65.6,48.5,19.4,30.3
06/07/19 0:45,41,40,41,40,42.2,52.9,21.6,17.4,61.8,22.8,45.1,32.7,46.5,59.9,75.3,21.7,28.6
06/07/19 1:00,41,40,41,40,39.8,54.1,23,20.3,63.5,40.8,37.4,30.2,34.4,52.5,67,21.4,27.3
06/07/19 1:15,41,40,41,40,43.1,48.4,22.1,22.6,66,58.8,35.5,29.2,30.9,47.4,50.8,16,29.2
06/07/19 1:30,41,40,41,40,45,52.9,20,21.6,82,68.9,37.3,30.3,31.5,39.6,55,16.1,28
06/07/19 1:45,41,40,41,40,45.2,58.6,17.6,20.8,87.8,79,37.4,32,30.6,42.4,53.5,16.5,29.2
06/07/19 2:00,41,40,41,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.9,28.9
06/07/19 2:15,41,40,41,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16,31.6
06/07/19 2:30,41,40,41,40,52.8,67,19.8,22.4,74.3,85.3,24.8,34.2,31,37.2,44.5,22.9,32.4
06/07/19 2:45,41,40,41,40,56.9,72.6,19.7,22.7,90.2,93.7,26,50.2,30.1,37.8,51.2,31.8,21.2
06/07/19 3:00,41,40,41,40,49.9,72.8,20.3,17.8,121.3,101,28.3,53.5,26.8,39.6,52.7,30,17.6
06/07/19 3:15,41,40,41,40,45.5,68.1,21,18.7,125,112.5,29.2,49.8,24.3,38.9,59.1,27.4,16.9
06/07/19 3:30,41,40,41,40,43,54,20.3,18.4,129.9,121.4,31.2,40.9,23.5,36.3,51.9,27.8,16
06/07/19 3:45,41,40,41,40,41.5,53.3,20.5,19.2,132.4,93.3,32.5,38.7,30.2,34.8,50.5,26.7,15.1
06/07/19 4:00,41,40,41,40,42.8,52,20.1,18.8,135.8,89.2,34.5,36.4,25.8,29.2,63.6,27.5,14.8
06/07/19 4:15,41,40,41,40,44,53,19.9,18.1,150.1,76.6,36,33,28.1,26.5,63.1,24,15
06/07/19 4:30,41,40,41,40,43.1,52.8,24.1,17.7,155.2,67.9,37.1,31.7,27.5,26.3,96.7,20.1,16.7
06/07/19 4:45,41,40,41,40,42.4,49.7,22.8,15.3,142.5,66.9,36.1,36.5,26.3,26.2,84.5,19.1,15.3
06/07/19 5:00,41,40,41,40,40.3,49.5,22.2,15.5,127.1,67.9,33.3,40.5,25.9,27,109.5,17.2,13.3
06/07/19 5:15,41,40,41,40,39,49.6,23.7,18,120,88.1,32.8,39.5,27.3,27.8,94.8,16,13.8
06/07/19 5:30,41,40,41,40,40.4,49.6,24.5,17.9,139.5,140.5,35.5,38.7,33.6,28.1,81.5,15.3,14.5
06/07/19 5:45,41,40,41,40,48.6,50.5,25,18.5,147.8,159,42.2,39.6,40.4,27.8,58.2,14.9,15.6
06/07/19 6:00,41,40,41,40,58.3,59.6,27.2,19.7,140.9,174.2,43.1,41,43.1,29.8,52,14.6,22.1
06/07/19 6:15,41,40,41,40,59.8,69.8,26.9,19.7,138.1,131,42.6,41.3,53.1,28.3,86.7,14.4,24.1
06/07/19 6:30,41,40,41,40,66.1,76.1,29.4,23.8,134,103.7,59,45,55.8,27.1,117.7,18.5,28
06/07/19 6:45,41,40,41,40,74.9,82,40,27.7,132.2,91.9,78.8,51.1,56.4,33.6,71.2,20.6,29.2
06/07/19 7:00,41,40,41,40,107.3,81.4,44.1,25.8,132.7,88.1,79.9,51.3,53,38.7,67.1,25.2,30.4
06/07/19 7:15,41,40,41,40,180.8,83.9,49,26.2,135.8,73.5,73.6,50.4,46,51,48.8,21.5,30
06/07/19 7:30,41,40,41,40,157.2,90.3,47.7,32,132.4,60.3,57.2,47.4,46.1,43.9,58.4,18,26.5
06/07/19 7:45,41,40,41,40,145.7,82.7,40.9,28.7,122.3,62.1,56.4,51,42.3,45.4,70,19.5,34.7
06/07/19 8:00,41,40,41,40,122.1,76.5,35.2,29.9,115,61.6,54.9,52.3,38.5,44.3,60.1,22,30.7
06/07/19 8:15,41,40,41,40,101.8,61.8,28,27,NaN,74.7,46.2,53.4,33.3,34.8,55.3,20.4,28.6
06/07/19 8:30,41,40,41,40,107.1,47,37,29.8,103.7,64.1,44.5,54.4,40.2,37.8,52.8,21.6,29.3
06/07/19 8:45,41,40,55,30,113.2,45.9,36.9,28.4,90.2,54.2,38.6,51.9,27.9,31.8,61.2,19.2,36.2
06/07/19 9:00,42,39,56,29,117,40,32.3,25.3,78,54.3,41.8,52.6,26.1,32.5,76.5,19.3,27.3
06/07/19 9:15,41,40,41,40,123.5,45.6,34.5,27.3,67.1,49.8,38.2,48.1,29.4,28.1,57.3,25.5,22.3
06/07/19 9:30,42,39,55,30,148.7,44.4,31.4,26.5,48.5,52.7,25.5,33.8,26.2,33.6,50.4,17.4,22
06/07/19 9:45,41,40,41,40,138.3,46.4,26.3,21.8,45.1,56.2,19.4,29.1,21,25.6,43.3,18.8,21.3
06/07/19 10:00,41,40,56,29,123.6,41.5,26.3,17.8,43.5,53.4,21.2,33,18,24.6,50.4,19.6,22.2
06/07/19 10:15,41,40,41,40,115.4,39.5,29.1,20.8,44.5,46.6,18.7,23.6,17.1,26.2,43,19.8,19.3
06/07/19 10:30,41,40,55,30,144.8,43.1,29.9,21.8,42.6,36.7,17.2,20.7,20.4,23.7,45.8,17,22.9
06/07/19 10:45,41,40,56,29,113.9,30.4,26,25.2,38.2,40.3,17.1,26.5,21.7,26.6,40.9,18,21.2
06/07/19 11:00,42,39,56,29,80.9,25.2,26.2,21.2,30.6,28.2,15.4,18.6,20.8,22.8,55,13.1,17.4
06/07/19 11:15,42,39,55,30,93.7,19.2,21.6,19.9,30.2,35.4,16.9,15,16.6,24.8,36.9,15,20.5
06/07/19 11:30,41,40,82,20,102.9,29.3,24.9,19.8,25.5,32.9,16.5,17.9,18.1,23.7,32.1,15.5,18.2
06/07/19 11:45,42,39,75,22,116.5,21.9,23.1,20.5,31.2,29.3,18,17,21.6,22.7,39,14.5,32.4
06/07/19 12:00,41,40,56,29,100.6,26.4,22.2,23.5,25.8,26.6,18.8,12.3,21.5,22,35,15.5,25.8
06/07/19 12:15,40,41,118,14,98.1,20.1,23.6,20,22.7,21.7,16.7,15.3,19,20.3,52.3,15.8,19.9
06/07/19 12:30,41,40,78,21,107.4,20.5,27.7,27.9,35.4,23.2,17.8,15.3,22.3,27.4,34.3,15.9,24.7
06/07/19 12:45,0,0,0,0,95.5,22.1,20.9,24.1,35.4,24.5,20.3,10.8,25.8,18.9,37.3,16.5,23.4
06/07/19 13:00,41,40,103,16,90.1,17.3,22.4,17.5,26.6,22.7,17.3,14.7,24.3,26.1,34.5,24.2,19.6
06/07/19 13:15,41,40,68,24,90.3,16,21.1,17.8,23.7,23.9,16,13,15.4,21.7,30.2,17.1,18.9
06/07/19 13:30,40,41,137,12,79.4,18.8,22.7,21.7,27.3,25.1,14.8,18.4,17.9,24.6,36,18.1,19.3
06/07/19 13:45,41,40,66,25,62.3,19.5,20.5,19,36.5,22.1,14.8,24.5,18,NaN,NaN,14.1,17.4
06/07/19 14:00,41,40,78,21,60.8,18.5,20.1,16.1,37.2,21.1,17,20.5,16.3,NaN,NaN,18.2,13.3
06/07/19 14:15,41,40,63,26,33.1,19.1,18.1,17.1,24.6,16.2,16.5,22,25.9,NaN,26.9,15.8,13.4
06/07/19 14:30,41,40,110,15,63.9,21.2,21.4,19.2,19.8,18.5,13.5,16.2,19.5,NaN,31.5,14.9,14.6
06/07/19 14:45,42,39,71,23,108.4,15.5,17.8,17,28.2,17.7,17.6,16.5,17.3,NaN,28.1,13.2,18.9
06/07/19 15:00,41,40,97,17,92.5,16.7,25.4,18.9,30.2,18.8,18.9,15.3,16.4,NaN,21.7,15.1,19.2
06/07/19 15:15,42,39,82,20,78.7,15.9,20.7,16.7,26.6,19.9,19.7,15,16.9,NaN,20.4,14.9,14.9
06/07/19 15:30,42,39,75,22,63.4,19.7,18.9,12.7,24.3,17.8,18.8,11.4,19,NaN,32.3,13.4,15.7
06/07/19 15:45,41,40,51,32,69.9,18,21.2,13.3,28.2,16.7,21.4,13.6,19.9,NaN,31.8,16.3,16.3
06/07/19 16:00,41,40,97,17,86.9,18.4,18.7,16.6,24.6,18.6,25.5,31.6,18.7,NaN,29,14.6,19.9
06/07/19 16:15,42,39,75,22,102.8,17.3,22.9,17,25.2,17,21.5,16.7,23.7,NaN,33.1,18.5,18
06/07/19 16:30,42,39,66,25,70.8,21.4,21.7,19.3,21.3,35.3,21.9,13.8,24.3,NaN,34.1,17.7,22.9
06/07/19 16:45,41,40,56,29,69.5,18.4,18.5,19.7,31.8,26.1,17.8,16.5,20.3,NaN,37.2,19.6,16.9
06/07/19 17:00,41,40,59,28,81,17.5,25.7,15.4,34,32.1,29.3,17,21.5,NaN,29.2,17.9,21.1
06/07/19 17:15,42,39,71,23,136.8,17,31.1,19.3,36.8,27.5,20.2,13.5,19.4,NaN,35,25.9,19.5
06/07/19 17:30,41,40,55,30,96.1,19.9,30.8,19.8,38.4,30.5,25.2,8.5,27.3,NaN,39.7,23.2,24
06/07/19 17:45,42,39,75,22,106.5,20.8,25,23.3,45.7,30.1,28.6,10,22.8,NaN,39.1,20,25.9
06/07/19 18:00,41,40,63,26,85.1,25.6,28.1,24,54.3,35,32.7,14.3,34.9,NaN,41.2,30.3,23.6
06/07/19 18:15,42,39,59,28,79.8,26.9,35.5,27,65.4,40.1,37.7,17,30.9,NaN,44.9,23.5,26.7
06/07/19 18:30,42,39,59,28,94,37.3,37,31.8,63.5,64.8,45.1,33.6,41.7,NaN,50.4,28.2,38.7
06/07/19 18:45,42,39,68,24,101.3,38.8,48.9,30.9,73.4,81.8,55.1,41.3,42.5,NaN,58.5,22.3,36.2
06/07/19 19:00,41,40,56,29,87.5,42.9,57.9,32.7,81.5,80.2,52.6,56.1,47.2,NaN,69,46.3,39.7
06/07/19 19:15,41,40,66,25,105.5,41.6,60.1,32.3,58.4,78.7,69.9,96.1,50,NaN,82.1,49.5,46.9
06/07/19 19:30,41,40,59,28,96.3,38.3,63.7,34.2,59.1,89.7,73.9,117.9,51.6,NaN,87.5,44.9,45.5
06/07/19 19:45,42,39,68,24,100.4,41.1,65.4,39.9,74.9,123.5,52,117.1,69.8,NaN,77.2,44.8,42
06/07/19 20:00,42,39,183,9,108.4,42.5,77.9,38.6,61.5,130.1,44.3,115.3,72.4,NaN,74.9,50.6,41.8
06/07/19 20:15,41,40,236,7,93.8,43.8,84.8,40,46.7,138.9,42.9,110.3,67.5,NaN,90.2,54.1,46.6
06/07/19 20:30,41,40,183,9,112.6,48.8,85.1,43.3,56.2,159.4,42.1,100.6,65.1,NaN,NaN,53.8,52.1
06/07/19 20:45,42,39,61,27,77.6,55.6,84.6,41.8,55.4,182.5,40.3,112.9,61.1,NaN,NaN,55.2,53.2
06/07/19 21:00,41,40,53,31,91.4,51.2,84.7,36.3,53.7,175.2,44.4,131.8,62.6,NaN,NaN,47.7,49.9
06/07/19 21:15,42,39,97,17,90.9,56.1,80,45.4,61.1,145,57.2,141.7,62.1,NaN,NaN,39.5,47.2
06/07/19 21:30,41,40,59,28,75.1,49.6,63.6,43.9,80.3,118.6,50.1,155.2,54.7,NaN,NaN,44.6,44.3
06/07/19 21:45,41,40,71,23,84.6,49.8,55.6,39.8,83.1,113.7,40.4,153.9,49.4,NaN,NaN,38.8,39.8
06/07/19 22:00,41,40,41,40,83.6,51.9,53.5,26.9,52.4,133.5,36.7,157.8,53.6,NaN,NaN,38.4,38.7
06/07/19 22:15,41,40,41,40,81.3,65.5,53,24.1,52.9,133.5,34.2,160.5,49.2,NaN,NaN,36.9,35.9
06/07/19 22:30,41,40,41,40,104.5,64.5,60.6,22.4,46.2,128.6,29.7,167.7,38.8,NaN,NaN,35.5,34.8
06/07/19 22:45,41,40,41,40,90.9,49.9,67.8,22.4,57.3,139.6,28.6,165.4,43.1,NaN,NaN,34,34.7
06/07/19 23:00,42,39,42,39,88.6,46.6,83.8,23.3,63.9,141.9,31.1,130.1,47,NaN,NaN,34.3,34.4
06/07/19 23:15,42,39,42,39,106.6,49.4,91.5,26.2,69.1,142.6,48.3,106.5,43.3,NaN,NaN,33.7,36.2
06/07/19 23:30,41,40,41,40,106.4,55,100.3,25,76.6,143.7,50.3,100.7,32.8,NaN,NaN,34.5,34.6
06/07/19 23:45,41,40,110,15,70.3,52.7,108.2,26.4,85.6,142.6,52,87.3,31.2,NaN,NaN,34.9,36.2
07/07/19 0:00,42,39,42,39,62.1,45.9,120.7,26.3,73.4,158.1,50.3,83.2,31.2,NaN,NaN,36.6,32.1
07/07/19 0:15,42,39,42,39,52,41.4,135.6,26.9,81.8,164.4,39.3,77.3,30.3,NaN,NaN,39.9,25.9
07/07/19 0:30,42,39,42,39,62.7,43.5,121.8,26.1,68.8,155,35.9,73.8,29.1,NaN,NaN,42.8,25
07/07/19 0:45,42,39,42,39,61,45.2,90.9,22.9,60.9,147.7,32.4,73.7,27.3,NaN,NaN,39.7,24.8
07/07/19 1:00,42,39,42,39,49.3,42.7,65.3,23.4,59.1,147.1,29.6,92.1,30.8,NaN,NaN,37.1,25.1
07/07/19 1:15,42,39,42,39,42.9,41.7,58.2,29.5,53.9,145.1,34.2,101.9,25,NaN,NaN,34,26.4
07/07/19 1:30,42,39,42,39,37.2,39.5,53.6,37.1,41.2,143.4,37.6,87.5,20.2,NaN,NaN,32.4,27.5
07/07/19 1:45,42,39,42,39,30.4,33.9,50.5,35.2,35.4,142.7,33.5,84.4,19.6,NaN,NaN,28.1,28.8
07/07/19 2:00,42,39,42,39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.2,27.1
07/07/19 2:15,42,39,42,39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.8,24.2
07/07/19 2:30,42,39,42,39,29.1,NaN,38.6,29.8,28.6,97,24.9,67.7,27.8,NaN,NaN,30.7,23.5
07/07/19 2:45,42,39,42,39,41.5,NaN,40.3,32.8,29.4,55.6,25.4,68.5,30.2,NaN,NaN,32,22.8
07/07/19 3:00,42,39,42,39,38.5,33.7,39.4,28.9,23.2,44.4,23.6,65.2,29.3,NaN,NaN,30,23.2
07/07/19 3:15,42,39,42,39,37.8,34.2,38.6,28.8,23,47.7,22,62.4,23.9,NaN,NaN,28.8,23.9
07/07/19 3:30,42,39,42,39,40.3,36.7,40.2,27.6,23.9,59.9,23.5,61.3,23.2,NaN,NaN,29.6,27.1
07/07/19 3:45,42,39,42,39,38.4,34.8,41.3,27.9,22.2,69.6,28.4,60.8,27.7,NaN,NaN,29.9,31.5
07/07/19 4:00,42,39,42,39,37.5,34.1,39,29.5,21.9,76.1,28.1,60,28.8,NaN,NaN,29.7,33.8
07/07/19 4:15,42,39,42,39,46.8,36.8,36.3,28.6,22,93.3,26.9,59.9,28.8,NaN,NaN,31.5,38.6
07/07/19 4:30,42,39,42,39,44.5,36.4,35.6,27.4,25.8,114.5,18.6,66.5,26.6,NaN,NaN,31.6,37.2
07/07/19 4:45,42,39,42,39,40.8,36.1,35.3,28,25.2,129.9,17,83.8,24.4,NaN,NaN,27.7,38.6
07/07/19 5:00,42,39,42,39,34.4,33.8,35.5,28.8,23.7,137.3,17.5,98.3,25.3,NaN,NaN,28.6,31.2
07/07/19 5:15,42,39,42,39,37.4,31.1,36.9,27.4,23.7,147,20.2,112,27.5,NaN,NaN,29.9,28.4
07/07/19 5:30,42,39,42,39,37.7,30.4,37.8,26.1,25.9,158.4,24.7,121.7,32.5,NaN,NaN,30.3,27.4
07/07/19 5:45,42,39,42,39,41,33.5,38.4,25.8,28.2,154.9,23.7,113.9,33.7,NaN,NaN,31.5,24.9
07/07/19 6:00,42,39,42,39,40.6,32.4,39.1,25.8,31.2,160.9,32.5,85.2,33.6,NaN,NaN,37.5,23.1
07/07/19 6:15,42,39,42,39,38.9,32.5,39.7,26,32.3,192.2,39,82.1,32.8,NaN,NaN,39.2,23.5
07/07/19 6:30,42,39,42,39,38.5,36.9,45.6,26.1,31.4,190,39.7,79.8,32.3,NaN,NaN,39.4,24.9
07/07/19 6:45,42,39,42,39,40.9,46.5,51.2,27.7,35.8,142.9,39.2,81.2,36.1,NaN,NaN,41.9,25.5
07/07/19 7:00,42,39,42,39,52.2,62.3,53.4,27.2,38.7,127,39.1,76.5,43.4,NaN,NaN,44.4,24.2
07/07/19 7:15,42,39,42,39,53.1,64.3,53.1,27.6,38.7,70.7,34.6,62,36.4,NaN,NaN,34.7,23.6
07/07/19 7:30,42,39,42,39,44,51.9,59.3,26.9,33.8,45,34.9,55.1,33.2,NaN,NaN,34,30
07/07/19 7:45,42,39,42,39,49.6,53.6,53.2,25.2,36.6,41.4,37.5,52.6,28.9,NaN,NaN,29.2,32.2
07/07/19 8:00,41,40,41,40,51.6,36,52.9,22.3,31.7,26.3,30,50.1,32.2,NaN,NaN,29.2,36.1
07/07/19 8:15,41,40,41,40,66.4,38.2,56.4,23,29.1,36.4,30.5,35.8,33.8,NaN,NaN,27.4,28.6
07/07/19 8:30,41,40,41,40,66.5,30.5,51.7,19.3,27.4,23.9,22.2,26.1,27.2,NaN,NaN,23.4,26.1
07/07/19 8:45,41,40,41,40,58.9,28.4,44.3,19,27.4,24.8,19.7,22.4,23,NaN,NaN,24,26.1
07/07/19 9:00,41,40,41,40,40.6,25.6,37.2,21.3,26.9,32.7,18.3,23,23.3,NaN,NaN,21.9,35.7
07/07/19 9:15,41,40,41,40,39.5,22.4,36.7,25.2,27.5,43.7,18.5,21.7,28.3,NaN,NaN,21.2,23.8
07/07/19 9:30,41,40,41,40,29.8,24.1,31.9,28.5,25.6,32.6,20.4,18.4,26.1,NaN,NaN,18.3,26.6
07/07/19 9:45,41,40,41,40,30.6,27.1,30.1,23.2,21.4,35.9,18.2,17.7,19.9,NaN,NaN,21.7,18
07/07/19 10:00,41,40,41,40,29.7,21.3,22.1,23.6,17.7,35.1,16.9,18.5,19.8,NaN,NaN,18.4,17.9
07/07/19 10:15,41,40,41,40,35.4,19.4,20.1,22.1,19.4,43.8,16.3,16.9,23.1,NaN,NaN,18.3,18.7
07/07/19 10:30,41,40,41,40,26.3,18,24.9,21.7,16.4,28.3,18.7,19.7,29.8,NaN,NaN,18.3,20
07/07/19 10:45,41,40,53,31,22.9,20.6,22.1,28.5,19,27.1,18.1,16.1,21.2,18.6,NaN,17.8,15.5
07/07/19 11:00,42,39,42,39,34,23.2,18.4,24.6,16.3,34.1,17.3,14.4,21.5,20.6,NaN,18,17.5
07/07/19 11:15,42,39,55,30,18.9,21,27.6,27.5,14,41,18.9,15.6,32.6,18.3,NaN,23.7,14.9
7/7/19 11:35,42,39,42,39,20.5,15.8,17.8,24.5,15.4,33.9,20.4,10.4,20.6,19.3,NaN,21.6,14.1
7/7/19 11:50,41,40,59,28,17.9,22.2,26.6,26.5,15.5,30.7,15.5,10.2,20.8,18.1,NaN,17.7,14.9
7/7/19 12:05,42,39,42,39,21.3,16.5,19.5,18.2,18.4,34.3,19.5,9.9,14.4,19.4,NaN,19.6,17.5
7/7/19 12:20,42,39,53,31,23.5,16.4,21.6,21.6,18.5,23.4,20.1,12.3,16.5,19.8,NaN,16.6,18.2
7/7/19 12:35,42,39,66,25,22.6,14,17.2,21.3,16.2,35.9,21.5,9.5,20.3,18.4,NaN,17.7,15.3
7/7/19 12:50,42,39,63,26,19.1,16.3,16,20.4,19,26.4,16.5,10.6,17.3,17.5,NaN,18.2,17.8
7/7/19 13:05,42,39,68,24,18.6,16.9,19.8,18,15.9,24.7,16.4,11.4,16.1,19.3,NaN,20.9,19.7
7/7/19 13:20,42,39,55,30,41.1,16.1,17.5,17.7,15.4,23.8,12.6,12.5,16.6,17.4,NaN,16.2,14.6
7/7/19 13:35,41,40,59,28,22.4,18.7,17.2,17.4,16.4,28,17.1,14.2,19.1,17.5,NaN,15.9,19.3
7/7/19 13:50,42,39,68,24,20.4,19.8,15.1,17,14.8,25.4,18.6,13.5,16.3,19.8,NaN,18.8,17.1
7/7/19 14:05,42,39,103,16,20.4,15.9,12.9,16.9,15.6,22.4,13.7,14.6,15.1,15.8,NaN,15.9,17.4
7/7/19 14:20,41,40,55,30,22.3,11.8,14.6,16.7,15,26,16.4,11.9,14.7,19.3,NaN,31.6,15.3
7/7/19 14:35,41,40,55,30,38.7,10.4,13.2,16.8,14.5,29.3,14.7,14.3,14.3,17.8,NaN,41.4,14.9
7/7/19 14:50,42,39,53,31,38,11.4,13.7,16.9,15.3,28.3,16.9,10.6,17,20.4,NaN,25.9,13
7/7/19 15:05,41,40,56,29,34.2,14.4,13.7,16.8,16.9,37.6,13.6,8.6,17,21.4,NaN,17.5,13.7
7/7/19 15:20,42,39,42,39,38.7,10.8,13.9,14.5,17,35.7,17.1,13.6,15.9,21.4,NaN,19.1,18.1
7/7/19 15:35,42,39,75,22,30,12.9,15,20.5,13.6,30.2,17.1,18.3,19.5,19.2,NaN,23.2,14.4
7/7/19 15:50,42,39,56,29,30.8,18.2,18.7,19.4,13.4,21.6,15.3,17.6,21,16.7,NaN,20.2,16.8
7/7/19 16:05,41,40,41,40,41.9,18.2,16.6,15.1,13.4,31.8,19.1,16.5,14.3,19.9,NaN,19.5,16.1
7/7/19 16:20,42,39,42,39,48,26.4,21.6,17.5,13.4,22.7,14.7,18.4,17.8,21,37.5,22.4,19.7
7/7/19 16:35,41,40,63,26,35.4,22.6,15.4,19.8,14.2,19.2,15,18.4,22.6,23.3,36,22.6,19.6
7/7/19 16:50,42,39,61,27,32.4,12.7,20.2,21.4,16.4,33.2,19.4,27.1,20.9,24.5,37.7,20.3,21.2
7/7/19 17:05,41,40,63,26,29.8,15.5,25,20.9,15.5,29.1,18.5,23.1,18.3,22.1,30,25.4,16.4
7/7/19 17:20,42,39,63,26,37.7,17.8,22.3,25.5,15.5,42.2,20.6,23.1,22,20.2,48.5,27.3,22.5
